mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,1216,1,mem2.3.2.bmp,mem1.3.3.bmp,mem2.2.3.bmp,ACC026,"[0, 3, 0]","[-3, 3, 3]","[0, 0, 3]",non-match,1.1835034190722742,4,-3.5252423429667035,-1.3122262785319585,-1.5819518915013904,1st,1st,1st,-1.2690045783579398,-1.2416927999598315,-1.4718804888540002
mem,resp,1196,1,mem1.1.3.bmp,mem2.2.2.bmp,mem2.2.2.bmp,ACC026,"[-3, -3, 3]","[0, 0, 0]","[0, 0, 0]",match,1.5,,-2.0414920561226175,-0.32290691516942804,-1.3836669783829167,1st,2nd,1st,-1.2690045783579398,-0.28745316039254165,-1.4718804888540002
mem,resp,1009,1,mem2.1.2.bmp,mem1.2.1.bmp,mem3.3.1.bmp,ACC026,"[0, -3, 0]","[-3, 0, -3]","[3, 3, -3]",non-match,0.6473959944455496,1,-0.6557491814453982,-1.6099272025576623,-1.4827389439767626,1st,1st,1st,-1.2690045783579398,-1.2416927999598315,-1.4718804888540002
mem,resp,1016,1,mem3.2.2.bmp,mem1.1.1.bmp,mem1.1.1.bmp,ACC026,"[3, 0, 0]","[-3, -3, -3]","[-3, -3, -3]",match,1.2928932188134525,,-1.9929954894315538,-1.2492802223527948,-1.090073185561949,1st,1st,1st,-1.2690045783579398,-1.2416927999598315,-1.4718804888540002
mem,resp,860,1,mem3.3.2.bmp,mem2.2.3.bmp,mem2.3.1.bmp,ACC026,"[3, 3, 0]","[0, 0, 3]","[0, 3, -3]",non-match,0.9462544851682343,3,-2.200434989033606,-0.03560358502160431,-1.0535312833760089,1st,2nd,1st,-1.2690045783579398,-0.28745316039254165,-1.4718804888540002
mem,resp,1127,1,mem1.2.2.bmp,mem2.3.2.bmp,mem1.3.1.bmp,ACC026,"[-3, 0, 0]","[0, 3, 0]","[-3, 3, -3]",non-match,1.1835034190722742,4,-1.831553518867377,-0.21447933673817973,-0.5398117882116324,1st,2nd,1st,-1.2690045783579398,-0.28745316039254165,-1.4718804888540002
mem,resp,701,1,mem3.2.3.bmp,mem2.1.1.bmp,mem2.2.2.bmp,ACC026,"[3, 0, 3]","[0, -3, -3]","[0, 0, 0]",non-match,1.1835034190722742,4,-0.8511791429046583,0.22137772702696257,-0.6166744078180779,1st,3rd,1st,-1.2690045783579398,0.256238694328685,-1.4718804888540002
mem,resp,977,0,mem3.3.3.bmp,mem3.2.1.bmp,mem3.1.2.bmp,ACC026,"[3, 3, 3]","[3, 0, -3]","[3, -3, 0]",non-match,0.9462544851682343,3,-1.1199822525793863,-1.1545494621535042,-0.8994158829398494,1st,1st,1st,-1.2690045783579398,-1.2416927999598315,-1.4718804888540002
mem,resp,994,1,mem1.3.2.bmp,mem2.3.1.bmp,mem2.3.3.bmp,ACC026,"[-3, 3, 0]","[0, 3, -3]","[0, 3, 3]",non-match,1.0144014403465114,3,-1.8068250815404758,0.19821842754363123,-0.6097612779924638,1st,3rd,1st,-1.2690045783579398,0.256238694328685,-1.4718804888540002
mem,resp,1061,1,mem1.1.2.bmp,mem3.1.3.bmp,mem1.1.2.bmp,ACC026,"[-3, -3, 0]","[3, -3, 3]","[-3, -3, 0]",match,1.3545027756320973,,-0.5893209353110842,-0.014122570056685222,-0.5810791618097306,2nd,2nd,1st,-0.2645979623505311,-0.28745316039254165,-1.4718804888540002
mem,resp,1088,1,mem1.2.3.bmp,mem3.2.2.bmp,mem3.2.2.bmp,ACC026,"[-3, 0, 3]","[3, 0, 0]","[3, 0, 0]",match,1.3545027756320973,,-0.9597290499189381,1.9599573226266607,-0.4103885888070598,1st,4th,1st,-1.2690045783579398,1.2888264044847115,-1.4718804888540002
mem,resp,682,1,mem3.1.2.bmp,mem3.1.1.bmp,mem3.3.1.bmp,ACC026,"[3, -3, 0]","[3, -3, -3]","[3, 3, -3]",non-match,0.7771525064424715,2,1.853838324579288,-0.7675117669906031,-0.3477145111362429,4th,1st,1st,1.2527356196951864,-1.2416927999598315,-1.4718804888540002
mem,resp,735,0,mem2.2.3.bmp,mem2.3.3.bmp,mem2.3.3.bmp,ACC026,"[0, 0, 3]","[0, 3, 3]","[0, 3, 3]",match,1.7113248654051871,,-2.5938432143592607,-1.1893514252435593,-0.092651984660356,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,821,0,mem2.2.1.bmp,mem2.1.3.bmp,mem2.2.1.bmp,ACC026,"[0, 0, -3]","[0, -3, 3]","[0, 0, -3]",match,1.3545027756320973,,-0.9583641654394359,-0.9050010272043768,-0.19303770935572237,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,822,1,mem1.3.1.bmp,mem1.2.2.bmp,mem2.2.2.bmp,ACC026,"[-3, 3, -3]","[-3, 0, 0]","[0, 0, 0]",non-match,1.2113248654051871,4,-0.7383537914327064,-2.009498013928148,-0.2589149692919062,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,1079,0,mem1.3.3.bmp,mem2.1.2.bmp,mem3.1.3.bmp,ACC026,"[-3, 3, 3]","[0, -3, 0]","[3, -3, 3]",non-match,0.7752551286084112,2,-3.8344218087776047,1.0564017623684163,-0.06207355561684323,1st,4th,2nd,-1.2690045783579398,1.2888264044847115,0.0662069325104375
mem,resp,833,0,mem2.3.1.bmp,mem3.2.3.bmp,mem2.1.1.bmp,ACC026,"[0, 3, -3]","[3, 0, 3]","[0, -3, -3]",non-match,0.7155429496238267,2,-1.0533027673719657,-1.4031657426311104,-0.19712941802696274,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,586,1,mem3.3.1.bmp,mem3.3.3.bmp,mem1.2.3.bmp,ACC026,"[3, 3, -3]","[3, 3, 3]","[-3, 0, 3]",non-match,0.4884773718476586,1,-1.6990524766005772,-0.5580330240897378,0.08160812242361672,1st,2nd,2nd,-1.2690045783579398,-0.28745316039254165,0.0662069325104375
mem,resp,831,1,mem3.1.1.bmp,mem2.2.1.bmp,mem3.2.1.bmp,ACC026,"[3, -3, -3]","[0, 0, -3]","[3, 0, -3]",non-match,1.4226497308103743,4,-1.0346085969682277,0.1634815143554827,0.2435881632048033,1st,3rd,2nd,-1.2690045783579398,0.256238694328685,0.0662069325104375
mem,resp,655,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.3.2.bmp,ACC026,"[-3, 0, -3]","[3, -3, 0]","[3, 3, 0]",non-match,0.7155429496238267,2,-2.2535496207327688,-0.7899435373941166,0.3936159778835259,1st,1st,3rd,-1.2690045783579398,-1.2416927999598315,0.48618266273898925
mem,resp,606,0,mem2.1.3.bmp,mem1.3.1.bmp,mem2.1.3.bmp,ACC026,"[0, -3, 3]","[-3, 3, -3]","[0, -3, 3]",match,1.1339745962155614,,-1.8064816534160577,-0.11345523090319568,0.3544779528515315,1st,2nd,3rd,-1.2690045783579398,-0.28745316039254165,0.48618266273898925
mem,resp,680,1,mem2.1.1.bmp,mem1.3.2.bmp,mem1.1.2.bmp,ACC026,"[0, -3, -3]","[-3, 3, 0]","[-3, -3, 0]",non-match,1.0144014403465114,3,-0.3101640738581038,-2.6300411400572457,0.26728811883837883,2nd,1st,2nd,-0.2645979623505311,-1.2416927999598315,0.0662069325104375
mem,resp,712,1,mem3.2.1.bmp,mem3.3.3.bmp,mem1.1.1.bmp,ACC026,"[3, 0, -3]","[3, 3, 3]","[-3, -3, -3]",non-match,0.3545027756320972,1,-0.2307153190409575,-1.5666215130296723,0.33585143542020396,2nd,1st,3rd,-0.2645979623505311,-1.2416927999598315,0.48618266273898925
mem,resp,869,1,mem3.1.3.bmp,mem3.3.2.bmp,mem3.3.2.bmp,ACC026,"[3, -3, 3]","[3, 3, 0]","[3, 3, 0]",match,1.3545027756320973,,-1.5298841423216945,-1.450144825312034,0.23363985458263659,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,541,1,mem2.3.3.bmp,mem3.2.2.bmp,mem3.2.3.bmp,ACC026,"[0, 3, 3]","[3, 0, 0]","[3, 0, 3]",non-match,1.3030765749413242,4,-0.8269130666753419,-0.24284218575733293,0.27846103065112865,1st,2nd,2nd,-1.2690045783579398,-0.28745316039254165,0.0662069325104375
mem,resp,542,0,mem2.2.2.bmp,mem1.1.2.bmp,mem1.1.2.bmp,ACC026,"[0, 0, 0]","[-3, -3, 0]","[-3, -3, 0]",match,1.591751709536137,,0.2814730563824724,0.23214175221040598,0.4531766968176503,3rd,3rd,3rd,0.297136210479412,0.256238694328685,0.48618266273898925
mem,resp,573,1,mem1.2.2.bmp,mem2.2.3.bmp,mem2.2.3.bmp,ACC026,"[-3, 0, 0]","[0, 0, 3]","[0, 0, 3]",match,1.591751709536137,,-1.936627345269222,0.06589415019668796,0.3764455014946197,1st,3rd,3rd,-1.2690045783579398,0.256238694328685,0.48618266273898925
mem,resp,534,1,mem1.3.3.bmp,mem1.3.1.bmp,mem3.2.1.bmp,ACC026,"[-3, 3, 3]","[-3, 3, -3]","[3, 0, -3]",non-match,0.4884773718476586,1,0.09982734265946087,-1.6162476639993129,0.5834543727580498,3rd,1st,3rd,0.297136210479412,-1.2416927999598315,0.48618266273898925
mem,resp,1118,0,mem2.3.3.bmp,mem2.3.2.bmp,mem1.3.2.bmp,ACC026,"[0, 3, 3]","[0, 3, 0]","[-3, 3, 0]",non-match,1.3030765749413242,4,0.6204330932320149,1.9859862537545447,0.8095273232927234,3rd,4th,4th,0.297136210479412,1.2888264044847115,0.9383611562821897
mem,resp,530,1,mem2.2.2.bmp,mem2.1.3.bmp,mem2.2.2.bmp,ACC026,"[0, 0, 0]","[0, -3, 3]","[0, 0, 0]",match,1.591751709536137,,-1.2377147076650765,-0.9483363895719205,0.8232152694476883,1st,1st,4th,-1.2690045783579398,-1.2416927999598315,0.9383611562821897
mem,resp,1177,0,mem1.1.1.bmp,mem3.2.3.bmp,mem2.1.2.bmp,ACC026,"[-3, -3, -3]","[3, 0, 3]","[0, -3, 0]",non-match,1.091751709536137,4,0.39961559841258615,1.4607613360940204,0.581671129597192,3rd,4th,3rd,0.297136210479412,1.2888264044847115,0.48618266273898925
mem,resp,571,1,mem2.2.3.bmp,mem3.1.3.bmp,mem3.1.3.bmp,ACC026,"[0, 0, 3]","[3, -3, 3]","[3, -3, 3]",match,1.591751709536137,,-0.812022466347564,-0.6190488583213766,0.4849212825049602,1st,1st,3rd,-1.2690045783579398,-1.2416927999598315,0.48618266273898925
mem,resp,744,1,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.3.bmp,ACC026,"[3, 0, 0]","[-3, 3, 0]","[-3, 3, 3]",non-match,1.0042180842186395,3,-0.5971423794086224,-0.18112855153463633,0.44241837855718164,2nd,2nd,3rd,-0.2645979623505311,-0.28745316039254165,0.48618266273898925
mem,resp,808,0,mem3.1.2.bmp,mem2.3.1.bmp,mem3.1.2.bmp,ACC026,"[3, -3, 0]","[0, 3, -3]","[3, -3, 0]",match,1.2928932188134525,,-1.0402379557037629,-1.1647460084580556,0.33942082486667485,1st,1st,3rd,-1.2690045783579398,-1.2416927999598315,0.48618266273898925
mem,resp,568,1,mem1.2.3.bmp,mem3.1.1.bmp,mem1.3.1.bmp,ACC026,"[-3, 0, 3]","[3, -3, -3]","[-3, 3, -3]",non-match,0.5380061947043713,1,1.224439207676501,-1.2473528036444086,0.1706455765708057,4th,1st,2nd,1.2527356196951864,-1.2416927999598315,0.0662069325104375
mem,resp,711,1,mem3.3.2.bmp,mem1.1.3.bmp,mem2.1.1.bmp,ACC026,"[3, 3, 0]","[-3, -3, 3]","[0, -3, -3]",non-match,0.6473959944455496,1,-0.9913087958356542,-1.99595981845824,0.08352876835157333,1st,1st,2nd,-1.2690045783579398,-1.2416927999598315,0.0662069325104375
mem,resp,1057,1,mem1.2.1.bmp,mem2.1.2.bmp,mem2.2.3.bmp,ACC026,"[-3, 0, -3]","[0, -3, 0]","[0, 0, 3]",non-match,0.9462544851682343,3,-0.7971468676862378,0.08157198802014036,-0.06675178455081157,1st,3rd,2nd,-1.2690045783579398,0.256238694328685,0.0662069325104375
mem,resp,721,0,mem2.2.1.bmp,mem1.2.2.bmp,mem3.2.2.bmp,ACC026,"[0, 0, -3]","[-3, 0, 0]","[3, 0, 0]",non-match,1.0144014403465114,3,-1.2095974118350674,-0.7904512777715749,-0.2675297963148772,1st,1st,1st,-1.2690045783579398,-1.2416927999598315,-1.4718804888540002
mem,resp,513,1,mem2.1.2.bmp,mem2.1.1.bmp,mem2.1.1.bmp,ACC026,"[0, -3, 0]","[0, -3, -3]","[0, -3, -3]",match,1.7113248654051871,,-0.7844682136677618,-0.1511276666095453,0.11494253481726469,1st,2nd,2nd,-1.2690045783579398,-0.28745316039254165,0.0662069325104375
mem,resp,1028,1,mem1.2.2.bmp,mem1.1.3.bmp,mem1.1.3.bmp,ACC026,"[-3, 0, 0]","[-3, -3, 3]","[-3, -3, 3]",match,1.591751709536137,,0.26786036522707685,0.06940652031406006,0.10859724880010171,3rd,3rd,2nd,0.297136210479412,0.256238694328685,0.0662069325104375
mem,resp,470,0,mem1.2.3.bmp,mem3.1.2.bmp,mem1.2.3.bmp,ACC026,"[-3, 0, 3]","[3, -3, 0]","[-3, 0, 3]",match,1.2928932188134525,,0.18249683852860007,0.7742391006763684,0.18318694933079457,3rd,4th,2nd,0.297136210479412,1.2888264044847115,0.0662069325104375
mem,resp,611,1,mem3.2.2.bmp,mem1.2.1.bmp,mem2.3.3.bmp,ACC026,"[3, 0, 0]","[-3, 0, -3]","[0, 3, 3]",non-match,0.7928932188134524,2,-1.6124084473757556,0.2431969601709029,0.3638623983555859,1st,3rd,3rd,-1.2690045783579398,0.256238694328685,0.48618266273898925
mem,resp,542,1,mem3.2.1.bmp,mem1.1.2.bmp,mem2.1.3.bmp,ACC026,"[3, 0, -3]","[-3, -3, 0]","[0, -3, 3]",non-match,0.8846449283495895,2,0.22813295449944074,-0.23118445842871094,0.31860377025537717,3rd,2nd,3rd,0.297136210479412,-0.28745316039254165,0.48618266273898925
