mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,1565,1,mem1.2.2.bmp,mem1.1.3.bmp,mem1.1.3.bmp,ACC027,"[-3, 0, 0]","[-3, -3, 3]","[-3, -3, 3]",match,1.591751709536137,,-1.3592060517555837,-1.3394634499025753,0.0021893971200083007,1st,1st,2nd,-1.2029122982919065,-1.204937648703112,-0.24622678257412164
mem,resp,954,1,mem1.2.3.bmp,mem3.1.2.bmp,mem1.2.3.bmp,ACC027,"[-3, 0, 3]","[3, -3, 0]","[-3, 0, 3]",match,1.2928932188134525,,-0.7594821437410585,-2.4462263527767267,-0.24568000491498174,1st,1st,2nd,-1.2029122982919065,-1.204937648703112,-0.24622678257412164
mem,resp,1160,1,mem3.2.2.bmp,mem1.2.1.bmp,mem2.3.3.bmp,ACC027,"[3, 0, 0]","[-3, 0, -3]","[0, 3, 3]",non-match,0.7928932188134524,2,-1.106204191514281,-0.47989545055978045,-0.3862109566646189,1st,2nd,2nd,-1.2029122982919065,-0.29937979986083546,-0.24622678257412164
mem,resp,1175,0,mem3.2.1.bmp,mem1.1.2.bmp,mem2.1.3.bmp,ACC027,"[3, 0, -3]","[-3, -3, 0]","[0, -3, 3]",non-match,0.8846449283495895,2,0.07449525486658817,1.6644001235807955,0.24831303125983528,3rd,4th,3rd,0.22796591130483054,1.2704271452119333,0.38519590988889485
mem,resp,1221,1,mem1.3.1.bmp,mem1.3.2.bmp,mem3.2.3.bmp,ACC027,"[-3, 3, -3]","[-3, 3, 0]","[3, 0, 3]",non-match,0.42686781502901383,1,-0.5338055602899179,-0.7113258371653316,-0.014836331397390663,2nd,1st,2nd,-0.3603747578095439,-1.204937648703112,-0.24622678257412164
mem,resp,1275,1,mem3.3.2.bmp,mem3.3.1.bmp,mem3.3.2.bmp,ACC027,"[3, 3, 0]","[3, 3, -3]","[3, 3, 0]",match,1.7113248654051871,,-0.6761716054503205,-0.7694439806216301,-0.7287411535555204,2nd,1st,1st,-0.3603747578095439,-1.204937648703112,-1.3404259768481772
mem,resp,1039,1,mem3.1.3.bmp,mem3.3.3.bmp,mem2.2.3.bmp,ACC027,"[3, -3, 3]","[3, 3, 3]","[0, 0, 3]",non-match,1.1835034190722742,4,-1.2947691170787714,-0.5538842044557902,-0.016655597622338262,1st,2nd,2nd,-1.2029122982919065,-0.29937979986083546,-0.24622678257412164
mem,resp,1300,1,mem2.2.2.bmp,mem1.2.2.bmp,mem2.2.2.bmp,ACC027,"[0, 0, 0]","[-3, 0, 0]","[0, 0, 0]",match,1.7113248654051871,,-0.04701112267268236,-0.49418203779110625,-0.578192363925587,3rd,2nd,2nd,0.22796591130483054,-0.29937979986083546,-0.24622678257412164
mem,resp,930,0,mem2.1.3.bmp,mem1.3.3.bmp,mem2.1.3.bmp,ACC027,"[0, -3, 3]","[-3, 3, 3]","[0, -3, 3]",match,1.3545027756320973,,-1.392847995762444,-0.11898112332345243,-0.16219573346784497,1st,2nd,2nd,-1.2029122982919065,-0.29937979986083546,-0.24622678257412164
mem,resp,888,1,mem2.3.1.bmp,mem2.3.2.bmp,mem2.3.1.bmp,ACC027,"[0, 3, -3]","[0, 3, 0]","[0, 3, -3]",match,1.7113248654051871,,-0.7173790676720374,0.3511377305142652,0.2822202147773162,1st,3rd,3rd,-1.2029122982919065,0.23303979041033993,0.38519590988889485
mem,resp,1017,1,mem1.3.2.bmp,mem2.3.3.bmp,mem1.3.2.bmp,ACC027,"[-3, 3, 0]","[0, 3, 3]","[-3, 3, 0]",match,1.591751709536137,,0.036789374797753335,-0.4153782049921915,-0.5911392421233793,3rd,2nd,2nd,0.22796591130483054,-0.29937979986083546,-0.24622678257412164
mem,resp,927,1,mem3.3.1.bmp,mem2.2.3.bmp,mem2.2.3.bmp,ACC027,"[3, 3, -3]","[0, 0, 3]","[0, 0, 3]",match,1.2928932188134525,,-0.7605029844951402,1.2893058305722123,-0.5023003582384876,1st,4th,2nd,-1.2029122982919065,1.2704271452119333,-0.24622678257412164
mem,resp,907,1,mem1.2.1.bmp,mem2.2.2.bmp,mem1.1.1.bmp,ACC027,"[-3, 0, -3]","[0, 0, 0]","[-3, -3, -3]",non-match,1.2113248654051871,4,0.3935255867133872,-0.7503752895513255,-0.01882538807601699,3rd,1st,2nd,0.22796591130483054,-1.204937648703112,-0.24622678257412164
mem,resp,1153,1,mem1.1.3.bmp,mem3.3.2.bmp,mem3.3.2.bmp,ACC027,"[-3, -3, 3]","[3, 3, 0]","[3, 3, 0]",match,1.1339745962155614,,-0.20742712134022434,0.8749321670136949,0.11390565774037668,2nd,4th,2nd,-0.3603747578095439,1.2704271452119333,-0.24622678257412164
mem,resp,1163,0,mem2.1.1.bmp,mem3.2.1.bmp,mem3.2.1.bmp,ACC027,"[0, -3, -3]","[3, 0, -3]","[3, 0, -3]",match,1.591751709536137,,-2.175086457141047,2.841730292880124,-0.4025125529372205,1st,4th,2nd,-1.2029122982919065,1.2704271452119333,-0.24622678257412164
mem,resp,1215,0,mem3.1.2.bmp,mem1.2.3.bmp,mem1.3.3.bmp,ACC027,"[3, -3, 0]","[-3, 0, 3]","[-3, 3, 3]",non-match,0.8452994616207485,2,0.6777418945159462,-2.064228574489175,-0.8297767796451876,4th,1st,1st,1.333623595482457,-1.204937648703112,-1.3404259768481772
mem,resp,841,1,mem3.3.3.bmp,mem2.3.1.bmp,mem3.3.3.bmp,ACC027,"[3, 3, 3]","[0, 3, -3]","[3, 3, 3]",match,1.3545027756320973,,0.2974914206726805,1.0492205846834597,-1.0630486518034084,3rd,4th,1st,0.22796591130483054,1.2704271452119333,-1.3404259768481772
mem,resp,838,1,mem3.2.3.bmp,mem3.1.3.bmp,mem3.2.3.bmp,ACC027,"[3, 0, 3]","[3, -3, 3]","[3, 0, 3]",match,1.7113248654051871,,-0.09105873833335731,-1.5637328352205642,-0.9703475256122869,2nd,1st,1st,-0.3603747578095439,-1.204937648703112,-1.3404259768481772
mem,resp,930,1,mem2.2.1.bmp,mem3.1.1.bmp,mem1.2.1.bmp,ACC027,"[0, 0, -3]","[3, -3, -3]","[-3, 0, -3]",non-match,1.0658276410372842,3,-2.7048896774190956,1.7129490536568321,-1.0347884129690685,1st,4th,1st,-1.2029122982919065,1.2704271452119333,-1.3404259768481772
